source,target,weight
LD.Ptepar1.710963,outsidemouthT5.U2.536511,0.96754898484838392
LD.Ptepar1.710963,H45Tv.736004,0.94063256225618508
LD.Ptepar1.710963,SKB9.640200,0.96598532361829781
LD.Ptepar1.710963,Ab.swab.T7.U5.536317,0.96874535398720685
LD.Ptepar1.710963,H19Di.735897,0.94158705896884354
LD.Ptepar1.710963,H43Di.735941,0.9388290721623056
LD.Ptepar1.710963,BD.ERD502.710978,0.95883550138300166
LD.Ptepar1.710963,H41Di.736046,0.94088033331621534
LD.Ptepar1.710963,saline9.20.481253,0.96301433194500285
LD.Ptepar1.710963,Ab.liq.T2.U3.536450,0.95747521447820672
LD.Ptepar1.710963,LD.NBS1069E.710937,0.92066620840528168
LD.Ptepar1.710963,H61Tv.736009,0.94345441050152712
LD.Ptepar1.710963,H55Di.736023,0.94891222750359971
LD.Ptepar1.710963,H25Cb.735948,0.9369059647892598
LD.Ptepar1.710963,H22Pc.736019,0.95583449500598894
LD.Ptepar1.710963,H23Do.736050,0.94673740309881149
LD.Ptepar1.710963,H43Tv.735924,0.94820700889933041
LD.Ptepar1.710963,H47Tv.735960,0.95669021158381906
LD.Ptepar1.710963,LD.Stulil2.710922,0.9541938931181041
LD.Ptepar1.710963,H22Kc.735911,0.95035993401928476
LD.Ptepar1.710963,H41Dh.736012,0.95580392886980958
LD.Ptepar1.710963,LD.Carsow1.710949,0.96119487229786116
LD.Ptepar1.710963,H45Cb.735913,0.95788157298967802
LD.Ptepar1.710963,Starratt.Rightpalm.983853,0.95140457306197734
LD.Ptepar1.710963,outsidemouthT1.U3.536657,0.96223955987653875
LD.Ptepar1.710963,H47Di.735993,0.96245208681875638
LD.Ptepar1.710963,SKM7.640188,0.97297476928302951
LD.Ptepar1.710963,Ab.swab.T7.U1.536324,0.97634603010512744
LD.Ptepar1.710963,H45Fr.735904,0.96476022276494566
LD.Ptepar1.710963,H25Tv.735968,0.95697157795301846
LD.Ptepar1.710963,LD.NBS1080E.710948,0.96449151945175737
LD.Ptepar1.710963,H43Do.735914,0.97453490270818222
LD.Ptepar1.710963,LD.NBS1084B.710923,0.9736300736083654
LD.Ptepar1.710963,UNKNOWN.2.983806,0.95388710951876798
LD.Ptepar1.710963,water9.20.481319,0.9796172573870362
LD.Ptepar1.710963,Salti.Rightpalm.983901,0.962025690847787
LD.Ptepar1.710963,Ab.swab.T6.U5.536340,0.97837072856656515
LD.Ptepar1.710963,Erlandson.Rightpalm.983944,0.95914685307064862
LD.Ptepar1.710963,Vinedale.Mouth.983753,0.95945482295482865
LD.Ptepar1.710963,H57Cb.735926,0.97736163965178102
LD.Ptepar1.710963,Witch.Stool.984007,0.9651566288554303
LD.Ptepar1.710963,H56Dh.736028,0.96500360264686591
LD.Ptepar1.710963,H61Kc.735951,0.96837226869232684
LD.Ptepar1.710963,H51Tv.736045,0.95554615645258278
LD.Ptepar1.710963,Ab.reswab.T1.S3.536737,0.96247152594911611
LD.Ptepar1.710963,NICU.48.1129827,0.96315671951268789
LD.Ptepar1.710963,Postscript.Stool.983740,0.96762426200142038
LD.Ptepar1.710963,belly.reswab.TO.S5.536632,0.95684073860838847
LD.Ptepar1.710963,Tewnac.Rightpalm.983909,0.97086279372288953
LD.Ptepar1.710963,Starratt.Mouth.983857,0.96184722276276735
LD.Ptepar1.710963,UNKNOWN.6.984020,0.95415413638310553
LD.Ptepar1.710963,Innkeeper.Stool.984084,0.94823878340974299
LD.Ptepar1.710963,January.Forehead.983875,0.97453963415819811
LD.Ptepar1.710963,Foothill.Rightpalm.983935,0.95836747398735778
LD.Ptepar1.710963,NZFACE.R1.Browntop.604747,0.97632216305806752
LD.Ptepar1.710963,Sylvanus.Forehead.983979,0.96882040867733854
LD.Ptepar1.710963,Digregorio.Stool.983827,0.96893283807203334
LD.Ptepar1.710963,E1A03BALA.481378,0.9835328558700317
LD.Ptepar1.710963,Salti.Stool.983744,0.97610505234718248
LD.Ptepar1.710963,H25Dh.735938,0.95767629165066537
LD.Ptepar1.710963,Slades.Leftpalm.983748,0.96940100034992271
LD.Ptepar1.710963,Pasho.Rightpalm.983838,0.95793730807685984
LD.Ptepar1.710963,Nobscot.Leftpalm.983756,0.96112098530972523
LD.Ptepar1.710963,Padanaran.Stool.984042,0.95942153305682809
LD.Ptepar1.710963,H57Dh.735975,0.96291820631589697
LD.Ptepar1.710963,Witch.Mouth.983948,0.97338359969112176
LD.Ptepar1.710963,Hager.Stool.983809,0.95285688432825411
LD.Ptepar1.710963,Zambon.Rightpalm.983924,0.95341559152265143
LD.Ptepar1.710963,Stannes.Leftpalm.984044,0.96507436698860427
LD.Ptepar1.710963,Tewnac.Forehead.983913,0.97828549867575021
LD.Ptepar1.710963,H45Kc.735996,0.97101783185615242
