id
LD.Ptepar_usersample
LD.DTS1218.710987
BD.NBS1086.710943
LD.NBS1067E.710962
LD.QCAZ.M50993.710933
H62Dh.735881
H59Kc.735886
H62Cb.735970
H25Kc.735912
H18Cb.735992
LD.QCAZ.M50991.710938
7352.518512
H35Fr.735894
LD.QCAZ.M51309.710974
H34Kc.735939
H60Tv.736007
H60Do.735986
egg.WY.2009.562.712099.739075
H35Di.735927
H60Di.735930
H22Fr.735949
H51Fr.735903
H25Di.735959
H43Kc.735972
egg.CAO.2009.560.712023.739236
H56Tv.736008
H60Dh.736063
H18Di.736030
H18Dh.736013
H47Kc.736002
H35Do.736054
H55Tv.735907
H45Di.735943
egg.CAO.2009.396.712477.739529
H56Di.736010
H22Di.735909
H25Do.736036
H45Pc.735944
H35Pc.736027
H45Tv.736004
H22Tv.735985
H55Do.735971
H61Dh.735934
H43Di.735941
244.664634
H60Pc.735957
H19Di.735897
H59Di.736039
H41Di.736046
H47Pc.735965
H55Di.736023
H61Pc.736060
Foothill.Stool.983999
H25Cb.735948
H23Do.736050
H59Cb.735956
H23Di.735946
H47Dh.735982
H57Di.735954
HMPMockV1.1.Even1.673832
HMPMockV1.1.Even2.673831
H22Kc.735911
H43Tv.735924
H34Pc.735935
egg.NS.2010.615.712056.739516
H57Kc.736011
egg.CAM.2010.438.712572.739148
H45Cb.735913
egg.CAM.2009.340.712177.739014
H41Dh.736012
H34Do.736005
egg.CO.2010.469.712266.739473
H18Do.735896
sample.10.08DO2N.51.664708
H43Pc.736035
H43Ts.735928
H56Kc.735888
Starratt.Mouth.983857
H25Tv.735968
H61Kc.735951
egg.NY.2010.607.712614.738995
H56Dh.736028
Vinedale.Mouth.983753
egg.CAO.2009.589.712210.739258
H59Tv.736037
Fermanagh.Rightpalm.983978
H61Do.735899
H41Do.736055
Quinapoxet.Rightpalm.983800
Starratt.Rightpalm.983853
Zambon.Rightpalm.983924
H57Dh.735975
Pinrock.Forehead.983973
Fermanagh.Leftpalm.983915
Noel.Rightpalm.983732
sample.29.10D03N.8.664696
Digregorio.Forehead.983678
Witch.Stool.984007
H19Dh.736022
Foothill.Rightpalm.983935
Gibbon.Stool.983872
56.CA.RightBackPaw.663895
Elmira.Mouth.983747
Tewnac.Rightpalm.983909
sample.8.08DO3M.19.664686
Stannes.Stool.983985
sample.11.08DO5N.51.664693
H25Dh.735938
Innkeeper.Stool.984084
Pasho.Rightpalm.983838
HMPMockV1.2.Staggered1.673834
sample.9.08DO3M.51.664705
H45Kc.735996
Padanaran.Stool.984042
Overton.Leftpalm.983873
sample.3.08DO3M.6.664687
HMPMockV1.2.Staggered2.673833
Misty.Leftpalm.983770
sample.28.10D03N.22.664690
UNKNOWN.6.984020
Janis.Mouth.983984
Elmira.Forehead.984078
Postscript.Forehead.984005
H51Dh.735983
sample.17.09DAN.59.664700
Nobscot.Leftpalm.983756
UNKNOWN.2.983806
H35Ts.735945
Burne.Rightpalm.984026
sample.5.08DO5M.6.664699
H41Fr.736015
egg.CAM.2009.569.712308.739037
egg.NY.2009.586.712027.739345
sample.7.08DO5M.19.664702
H57Fr.736057
Rgen.6.1078796
Coachmen.Rightpalm.983684
H59Fr.736061
259.664632
Digregorio.Stool.983827
egg.BCA.2009.580.712164.739350
egg.TN.2010.415.712237.739515
Salti.Stool.983744
56.CA.LeftBackPaw.663888
egg.CAM.2009.367.712251.739289
Vinedale.Stool.983823
egg.CO.2010.634.712102.739623
sample.1.08DO3M.11.664697
PTCM10.489512
56.CA.Forehead.663900
H34Fr.736058
Turkey.Mouth.984082
egg.WY.2010.433.712242.739304
egg.AKL.2009.556.712223.739445
sample.27.10D03N.18.664704
Nobscot.Stool.983904
Malfa.Stool.983783
Malfa.Mouth.983822
egg.IA.2009.561.712407.739011
egg.CO.2010.456.712368.739230
H51Kc.735988
H41Pc.735931
H25Ts.736062
egg.BCA.2010.625.712535.739468
Lippokd.Forehead.983946
egg.NY.2009.341.712486.739566
Bulls.Forehead.984085
SN.2.C.T1B.414523
egg.NY.2010.611.712295.739208
egg.AKF.2009.342.712162.739596
Tar.sand.2.686750
SN.2.C.T1C.414527
H23Fr.735883
SN.BE.T1A.414546
SN.2.C.T3B.414534
SN.2.C.T3C.414524
SN.2.C.T1A.414531
H41Ts.735917
egg.NY.2010.457.712302.739206
Agricultural.soil.wheat.686745
EKBF2.489510
pH.7.5.year.2007.661450
PTAM4.489517
egg.AKL.2009.571.711987.739049
egg.WI.2010.460.712479.739366
PTBF7.489532
SN.2.C.T3A.414549
egg.BCA.2009.348.712423.739408
PTCF6.489533
PTCM8.489465
egg.BCT.2009.364.712499.739032
SN.BE.T1B.414536
Agricultural.soil.soy.686752
egg.NY.2010.420.712579.739467
59.HA.LeftPalm.663901
H19Ts.735915
EKBM10.489477
EKCF9.489499
PTBF10.489566
PTAF7.489568
EKAF2.489569
PTCF2.489540
H59Ts.735922
egg.CO.2009.585.712371.739087
PTBF9.489570
PTBM4.489490
Influent.Phase.1B
PTCF8.489486
PTBM10.489535
PTAM10.489487
PTAF10.489458
EKAF5.489565
Tcul.6.1078781
MWR16.660756
MBP4.660768
MBT14.660752
Influent.Mix.1B
262.664633
PTCM3.489508
PTCM4.489484
PTAF2.489522
MPK2.660771
H22Ts.735921
M2Zkey217.141015
PTCM7.489468
Rcul.5.1078790
PTCF7.489531
PTAF6.489492
PTBF5.489479
MBP17.660767
EKCM2.489495
egg.CAO.2010.414.712106.739101
MSC8.660757
egg.MI.2010.620.712291.739245
egg.VA.2010.619.712442.739535
M2Ckey217.141092
E1A02BAL1stReturn.481415
Rcul.6.1078792
a7b802c384d4cdc21f3d81fbdd62aac4
egg.CO.2009.359.712045.739524
45dfc1d2052d966230ccc207afb47b99
M2Ekey217.141011
Tgen.13.1078793
M2Dkey217.140994
M2Rkey217.141050
egg.MI.2008.338.712444.739210
PTCF9.489454
Tcul.4.1078788
egg.TN.2010.452.712057.739015
EKAF4.489521
PTCF10.489534
